SentenceNo,concept,CTNo,path,sentence,srcterm,dstterm
Sentence45,object2,CT2,dobj->,Some variants of Cherry Picker use AppInit_DLLs to achieve persistence by creating the following Registry key: Registry key.,creating load ,Registry key
Sentence45,goal1,CT1,advcl:by-u->,Some variants of Cherry Picker use AppInit_DLLs to achieve persistence by creating the following Registry key: Registry key.,creating load ,achieve persistence
Sentence45,goal1,CT2,advcl:by-u->dobj-u->,Some variants of Cherry Picker use AppInit_DLLs to achieve persistence by creating the following Registry key: Registry key.,creating load ,achieve persistence
Sentence46,object1,CT1,dobj->compound->,FIN7 has used application shim databases for persistence.,used ,application shim databases
Sentence46,object1,CT2,dobj->compound->,FIN7 has used application shim databases for persistence.,used ,application shim databases
Sentence46,object1,CT3,dobj->,FIN7 has used application shim databases for persistence.,used ,application shim databases
Sentence46,goal1,CT1,nmod:for->,FIN7 has used application shim databases for persistence.,used ,persistence
Sentence47,object1,CT1,conj:and->dobj->,Lazarus Group malware IndiaIndia obtains and sends to its C2 server the title of the window for each running process.,obtains ,title of the window
Sentence47,object1,CT2,conj:and->dobj->nmod:of->case->,Lazarus Group malware IndiaIndia obtains and sends to its C2 server the title of the window for each running process.,obtains ,title of the window
Sentence47,object1,CT3,conj:and->dobj->det->,Lazarus Group malware IndiaIndia obtains and sends to its C2 server the title of the window for each running process.,obtains ,title of the window
Sentence47,object1,CT4,conj:and->dobj->nmod:of->,Lazarus Group malware IndiaIndia obtains and sends to its C2 server the title of the window for each running process.,obtains ,title of the window
Sentence47,object2,CT1,conj:and->dobj->nmod:for->amod->,Lazarus Group malware IndiaIndia obtains and sends to its C2 server the title of the window for each running process.,obtains ,running process
Sentence47,object2,CT2,conj:and->dobj->nmod:for->,Lazarus Group malware IndiaIndia obtains and sends to its C2 server the title of the window for each running process.,obtains ,running process
Sentence48,object1,CT1,nmod:to->compound->,Lazarus Group malware IndiaIndia obtains and sends to its C2 server the title of the window for each running process.,sends ,C2 server
Sentence48,object1,CT2,nmod:to->,Lazarus Group malware IndiaIndia obtains and sends to its C2 server the title of the window for each running process.,sends ,C2 server
Sentence48,object2,CT1,dobj->,Lazarus Group malware IndiaIndia obtains and sends to its C2 server the title of the window for each running process.,sends ,title of the window
Sentence48,object2,CT2,dobj->nmod:of->case->,Lazarus Group malware IndiaIndia obtains and sends to its C2 server the title of the window for each running process.,sends ,title of the window
Sentence48,object2,CT3,dobj->det->,Lazarus Group malware IndiaIndia obtains and sends to its C2 server the title of the window for each running process.,sends ,title of the window
Sentence48,object2,CT4,dobj->nmod:of->,Lazarus Group malware IndiaIndia obtains and sends to its C2 server the title of the window for each running process.,sends ,title of the window
Sentence49,object1,CT1,dobj->,The KilaAlfa keylogger also reports the title of the window in the foreground.,reports ,title
Sentence49,object2,CT1,dobj->nmod:of->,The KilaAlfa keylogger also reports the title of the window in the foreground.,reports ,window
Sentence50,object1,CT1,dobj->compound->,Malware captures window titles.,captures ,window titles
Sentence50,object1,CT2,dobj->,Malware captures window titles.,captures ,window titles
Sentence51,object1,CT1,dobj->,The discovery modules used with Duqu can collect information on open windows.,collect ,information
Sentence51,object2,CT1,dobj->nmod:on->amod->,The discovery modules used with Duqu can collect information on open windows.,collect ,open windows
Sentence51,object2,CT2,dobj->nmod:on->,The discovery modules used with Duqu can collect information on open windows.,collect ,open windows
Sentence52,object1,CT1,compound-u->compound-u->,NetTraveler reports window names along with keylogger information to provide application context.,reports ,window names
Sentence52,object1,CT2,compound-u->,NetTraveler reports window names along with keylogger information to provide application context.,reports ,window names
Sentence52,object2,CT1,compound-u->nmod:along_with-u->compound-u->,NetTraveler reports window names along with keylogger information to provide application context.,reports ,keylogger information
Sentence52,object2,CT2,compound-u->nmod:along_with-u->,NetTraveler reports window names along with keylogger information to provide application context.,reports ,keylogger information
Sentence52,goal1,CT1,compound-u->nmod:along_with-u->acl:to-u->,NetTraveler reports window names along with keylogger information to provide application context.,reports ,provide application context
Sentence52,goal1,CT2,compound-u->nmod:along_with-u->acl:to-u->dobj-u->compound-u->,NetTraveler reports window names along with keylogger information to provide application context.,reports ,provide application context
Sentence52,goal1,CT3,compound-u->nmod:along_with-u->acl:to-u->dobj-u->,NetTraveler reports window names along with keylogger information to provide application context.,reports ,provide application context
Sentence53,object1,CT1,dobj->,PowerDuke has a command to get text of the current foreground window.,has ,command
Sentence53,goal1,CT1,dobj->acl:to->,PowerDuke has a command to get text of the current foreground window.,has ,get text
Sentence53,goal1,CT2,dobj->acl:to->dobj->,PowerDuke has a command to get text of the current foreground window.,has ,get text
Sentence53,goal2,CT1,dobj->acl:to->dobj->nmod:of->amod->,PowerDuke has a command to get text of the current foreground window.,has ,current foreground window
Sentence53,goal2,CT2,dobj->acl:to->dobj->nmod:of->compound->,PowerDuke has a command to get text of the current foreground window.,has ,current foreground window
Sentence53,goal2,CT3,dobj->acl:to->dobj->nmod:of->,PowerDuke has a command to get text of the current foreground window.,has ,current foreground window
Sentence54,object1,CT1,dobj->compound->,SOUNDBITE is capable of enumerating application windows.,enumerating ,application windows
Sentence54,object1,CT2,dobj->,SOUNDBITE is capable of enumerating application windows.,enumerating ,application windows
Sentence55,object1,CT1,dobj->amod->,Malware can enumerate active windows.,enumerate ,active windows
Sentence55,object1,CT2,dobj->,Malware can enumerate active windows.,enumerate ,active windows
Sentence56,object1,CT1,dobj->amod->,APT37 has used an audio capturing utility known as SOUNDWAVE that captures microphone input.,used ,audio capturing utility
Sentence56,object1,CT2,dobj->amod->,APT37 has used an audio capturing utility known as SOUNDWAVE that captures microphone input.,used ,audio capturing utility
Sentence56,object1,CT3,dobj->,APT37 has used an audio capturing utility known as SOUNDWAVE that captures microphone input.,used ,audio capturing utility
Sentence56,goal1,CT1,dobj->acl:relcl->,APT37 has used an audio capturing utility known as SOUNDWAVE that captures microphone input.,used ,captures microphone input
Sentence56,goal1,CT2,dobj->acl:relcl->dobj->compound->,APT37 has used an audio capturing utility known as SOUNDWAVE that captures microphone input.,used ,captures microphone input
Sentence56,goal1,CT3,dobj->acl:relcl->dobj->,APT37 has used an audio capturing utility known as SOUNDWAVE that captures microphone input.,used ,captures microphone input
Sentence57,object1,CT1,dobj->amod->,Derusbi is capable of performing audio captures.,performing ,audio captures
Sentence57,object1,CT2,dobj->,Derusbi is capable of performing audio captures.,performing ,audio captures
Sentence58,object1,CT1,dobj->,EvilGrab has the capability to capture audio from a victim machine.,capture ,audio
Sentence58,object2,CT1,nmod:from->compound->,EvilGrab has the capability to capture audio from a victim machine.,capture ,victim machine
Sentence58,object2,CT2,nmod:from->,EvilGrab has the capability to capture audio from a victim machine.,capture ,victim machine
Sentence59,object1,CT1,dobj->,Flame can record audio using any existing hardware recording devices.,record ,audio
Sentence59,object2,CT1,dobj->acl->dobj->amod->,Flame can record audio using any existing hardware recording devices.,record ,existing hardware recording devices
Sentence59,object2,CT2,dobj->acl->dobj->compound->,Flame can record audio using any existing hardware recording devices.,record ,existing hardware recording devices
Sentence59,object2,CT3,dobj->acl->dobj->compound->,Flame can record audio using any existing hardware recording devices.,record ,existing hardware recording devices
Sentence59,object2,CT4,dobj->acl->dobj->,Flame can record audio using any existing hardware recording devices.,record ,existing hardware recording devices
Sentence60,object1,CT1,amod-u->,Janicab captured audio and sent it out to a C2 server.,captured ,audio
Sentence61,object1,CT1,dobj->,Janicab captured audio and sent it out to a C2 server.,sent ,it
Sentence61,object2,CT1,nmod:to->compound->,Janicab captured audio and sent it out to a C2 server.,sent ,C2 server
Sentence61,object2,CT2,nmod:to->,Janicab captured audio and sent it out to a C2 server.,sent ,C2 server
Sentence62,object1,CT1,dobj->compound->,PowerSploit's Get-MicrophoneAudio Exfiltration module can record system microphone audio.,record ,system microphone audio
Sentence62,object1,CT2,dobj->compound->,PowerSploit's Get-MicrophoneAudio Exfiltration module can record system microphone audio.,record ,system microphone audio
Sentence62,object1,CT3,dobj->,PowerSploit's Get-MicrophoneAudio Exfiltration module can record system microphone audio.,record ,system microphone audio
Sentence63,object1,CT1,dobj->,Pupy can record sound with the microphone.,record ,sound
Sentence63,object2,CT1,nmod:with->,Pupy can record sound with the microphone.,record ,microphone
Sentence64,object1,CT1,dobj->compound->,T9000 uses the Skype API to record audio and video calls.,record ,audio
Sentence64,object2,CT1,dobj->compound->,T9000 uses the Skype API to record audio and video calls.,record ,video calls
Sentence64,object2,CT2,dobj->,T9000 uses the Skype API to record audio and video calls.,record ,video calls
Sentence65,object1,CT1,dobj->amod->,It writes encrypted data to Skype.,writes ,encrypted data
Sentence65,object1,CT2,dobj->,It writes encrypted data to Skype.,writes ,encrypted data
Sentence65,object2,CT1,advcl:to->,It writes encrypted data to Skype.,writes ,Skype
Sentence66,object1,CT1,dobj->compound->,Flame can use Windows Authentication Packages for persistence.,use ,Windows Authentication Packages
Sentence66,object1,CT2,dobj->compound->,Flame can use Windows Authentication Packages for persistence.,use ,Windows Authentication Packages
Sentence66,object1,CT3,dobj->,Flame can use Windows Authentication Packages for persistence.,use ,Windows Authentication Packages
Sentence66,goal1,CT1,nmod:for->,Flame can use Windows Authentication Packages for persistence.,use ,persistence
Sentence67,object1,CT1,dobj->amod->,FIN5 scans processes on all victim systems in the environment and uses automated scripts to pull back the results.,uses ,automated scripts
Sentence67,object1,CT2,dobj->,FIN5 scans processes on all victim systems in the environment and uses automated scripts to pull back the results.,uses ,automated scripts
Sentence67,goal1,CT1,advcl:to->,FIN5 scans processes on all victim systems in the environment and uses automated scripts to pull back the results.,uses ,pull back the results
Sentence67,goal1,CT2,advcl:to->compound:prt->,FIN5 scans processes on all victim systems in the environment and uses automated scripts to pull back the results.,uses ,pull back the results
Sentence67,goal1,CT3,conj:and-u->nmod:on-u->nmod:in-u->det-u->,FIN5 scans processes on all victim systems in the environment and uses automated scripts to pull back the results.,uses ,pull back the results
Sentence67,goal1,CT4,advcl:to->dobj->,FIN5 scans processes on all victim systems in the environment and uses automated scripts to pull back the results.,uses ,pull back the results
Sentence68,object1,CT1,dobj->,FIN5 scans processes on all victim systems in the environment and uses automated scripts to pull back the results.,scans ,processes
Sentence68,object2,CT1,nmod:on->det->,FIN5 scans processes on all victim systems in the environment and uses automated scripts to pull back the results.,scans ,all victim systems in the environment
Sentence68,object2,CT2,nmod:on->compound->,FIN5 scans processes on all victim systems in the environment and uses automated scripts to pull back the results.,scans ,all victim systems in the environment
Sentence68,object2,CT3,nmod:on->,FIN5 scans processes on all victim systems in the environment and uses automated scripts to pull back the results.,scans ,all victim systems in the environment
Sentence68,object2,CT4,nmod:on->nmod:in->case->,FIN5 scans processes on all victim systems in the environment and uses automated scripts to pull back the results.,scans ,all victim systems in the environment
Sentence68,object2,CT5,nmod:on->nmod:in->det->,FIN5 scans processes on all victim systems in the environment and uses automated scripts to pull back the results.,scans ,all victim systems in the environment
Sentence68,object2,CT6,nmod:on->nmod:in->,FIN5 scans processes on all victim systems in the environment and uses automated scripts to pull back the results.,scans ,all victim systems in the environment
Sentence69,object1,CT1,dobj->,FIN6 has used a script to iterate through a list of compromised PoS systems, copy data to a log file, and remove the original data files.,used ,script
Sentence69,goal1,CT1,advcl:to->,FIN6 has used a script to iterate through a list of compromised PoS systems, copy data to a log file, and remove the original data files.,used ,iterate through a list of compromised PoS systems
Sentence69,goal1,CT2,advcl:to->nmod:through->case->,FIN6 has used a script to iterate through a list of compromised PoS systems, copy data to a log file, and remove the original data files.,used ,iterate through a list of compromised PoS systems
Sentence69,goal1,CT3,dobj->det->,FIN6 has used a script to iterate through a list of compromised PoS systems, copy data to a log file, and remove the original data files.,used ,iterate through a list of compromised PoS systems
Sentence69,goal1,CT4,advcl:to->nmod:through->,FIN6 has used a script to iterate through a list of compromised PoS systems, copy data to a log file, and remove the original data files.,used ,iterate through a list of compromised PoS systems
Sentence69,goal1,CT5,advcl:to->nmod:through->nmod:of->case->,FIN6 has used a script to iterate through a list of compromised PoS systems, copy data to a log file, and remove the original data files.,used ,iterate through a list of compromised PoS systems
Sentence69,goal1,CT6,advcl:to->nmod:through->nmod:of->amod->,FIN6 has used a script to iterate through a list of compromised PoS systems, copy data to a log file, and remove the original data files.,used ,iterate through a list of compromised PoS systems
Sentence69,goal1,CT7,advcl:to->nmod:through->nmod:of->compound->,FIN6 has used a script to iterate through a list of compromised PoS systems, copy data to a log file, and remove the original data files.,used ,iterate through a list of compromised PoS systems
Sentence69,goal1,CT8,advcl:to->nmod:through->nmod:of->,FIN6 has used a script to iterate through a list of compromised PoS systems, copy data to a log file, and remove the original data files.,used ,iterate through a list of compromised PoS systems
Sentence70,object1,CT1,dobj->amod->,FIN6 has used a script to iterate through a list of compromised PoS systems, copy data to a log file, and remove the original data files.,remove ,original data files
Sentence70,object1,CT2,conj:and-u->conj:and-u->dobj-u->,FIN6 has used a script to iterate through a list of compromised PoS systems, copy data to a log file, and remove the original data files.,remove ,original data files
Sentence70,object1,CT3,dobj->,FIN6 has used a script to iterate through a list of compromised PoS systems, copy data to a log file, and remove the original data files.,remove ,original data files
Sentence71,object1,CT1,dobj->amod->,OilRig has used automated collection.,used ,automated collection
Sentence71,object1,CT2,dobj->,OilRig has used automated collection.,used ,automated collection
Sentence72,object1,CT1,dobj->,Threat Group-3390 ran a command to compile an archive of file types of interest from the victim user's directories.,ran ,command
Sentence72,goal1,CT1,advcl:to->,Threat Group-3390 ran a command to compile an archive of file types of interest from the victim user's directories.,ran ,compile an archive of file types
Sentence72,goal1,CT2,advcl:to->dobj->det->,Threat Group-3390 ran a command to compile an archive of file types of interest from the victim user's directories.,ran ,compile an archive of file types
Sentence72,goal1,CT3,advcl:to->dobj->,Threat Group-3390 ran a command to compile an archive of file types of interest from the victim user's directories.,ran ,compile an archive of file types
Sentence72,goal1,CT4,advcl:to->dobj->nmod:of->case->,Threat Group-3390 ran a command to compile an archive of file types of interest from the victim user's directories.,ran ,compile an archive of file types
Sentence72,goal1,CT5,advcl:to->dobj->nmod:of->compound->,Threat Group-3390 ran a command to compile an archive of file types of interest from the victim user's directories.,ran ,compile an archive of file types
Sentence72,goal1,CT6,advcl:to->dobj->nmod:of->,Threat Group-3390 ran a command to compile an archive of file types of interest from the victim user's directories.,ran ,compile an archive of file types
Sentence72,goal2,CT1,advcl:to->dobj->nmod:of->nmod:of->nmod:from->nmod:poss->compound->,Threat Group-3390 ran a command to compile an archive of file types of interest from the victim user's directories.,ran ,victim user's directories
Sentence72,goal2,CT3,advcl:to->dobj->nmod:of->nmod:of->nmod:from->,Threat Group-3390 ran a command to compile an archive of file types of interest from the victim user's directories.,ran ,victim user's directories
Sentence73,object1,CT1,dobj->compound->,A Helminth VBScript receives a batch script to execute a set of commands in a command prompt.,receives ,batch script
Sentence73,object1,CT2,dobj->,A Helminth VBScript receives a batch script to execute a set of commands in a command prompt.,receives ,batch script
Sentence73,goal1,CT1,advcl:to->,A Helminth VBScript receives a batch script to execute a set of commands in a command prompt.,receives ,execute a set of commands
Sentence73,goal1,CT2,dobj->det->,A Helminth VBScript receives a batch script to execute a set of commands in a command prompt.,receives ,execute a set of commands
Sentence73,goal1,CT3,advcl:to->dobj->,A Helminth VBScript receives a batch script to execute a set of commands in a command prompt.,receives ,execute a set of commands
Sentence73,goal1,CT4,advcl:to->dobj->nmod:of->case->,A Helminth VBScript receives a batch script to execute a set of commands in a command prompt.,receives ,execute a set of commands
Sentence73,goal1,CT5,advcl:to->dobj->nmod:of->,A Helminth VBScript receives a batch script to execute a set of commands in a command prompt.,receives ,execute a set of commands
Sentence73,goal2,CT1,advcl:to->nmod:in->,A Helminth VBScript receives a batch script to execute a set of commands in a command prompt.,receives ,command prompt
Sentence73,goal2,CT2,advcl:to->nmod:in->amod->,A Helminth VBScript receives a batch script to execute a set of commands in a command prompt.,receives ,command prompt
Sentence74,object1,CT1,dobj->,RTM monitors browsing activity and automatically captures screenshots if a victim browses to a URL matching one of a list of strings.,captures ,screenshots
Sentence75,object1,CT1,dobj->,Rover automatically collects files from the local system and removable drives based on a predefined list of file extensions on a regular timeframe.,collects ,files
Sentence75,object2,CT1,dobj->nmod:from->amod->,Rover automatically collects files from the local system and removable drives based on a predefined list of file extensions on a regular timeframe.,collects ,local system and removable drives
Sentence75,object2,CT2,dobj->nmod:from->,Rover automatically collects files from the local system and removable drives based on a predefined list of file extensions on a regular timeframe.,collects ,local system and removable drives
Sentence75,object2,CT3,dobj->nmod:from->cc->,Rover automatically collects files from the local system and removable drives based on a predefined list of file extensions on a regular timeframe.,collects ,local system and removable drives
Sentence75,object2,CT4,dobj->nmod:from->amod->,Rover automatically collects files from the local system and removable drives based on a predefined list of file extensions on a regular timeframe.,collects ,local system and removable drives
Sentence75,object2,CT5,dobj->nmod:from->,Rover automatically collects files from the local system and removable drives based on a predefined list of file extensions on a regular timeframe.,collects ,local system and removable drives
Sentence76,object1,CT1,dobj->amod->,T9000 searches removable storage devices for files with a pre-defined list of file extensions.,searches ,removable storage devices
Sentence76,object1,CT2,dobj->compound->,T9000 searches removable storage devices for files with a pre-defined list of file extensions.,searches ,removable storage devices
Sentence76,object1,CT3,dobj->,T9000 searches removable storage devices for files with a pre-defined list of file extensions.,searches ,removable storage devices
Sentence76,object2,CT1,nmod:for->,T9000 searches removable storage devices for files with a pre-defined list of file extensions.,searches ,files with a pre-defined list of file extensions
Sentence76,object2,CT2,nmod:for->nmod:with->case->,T9000 searches removable storage devices for files with a pre-defined list of file extensions.,searches ,files with a pre-defined list of file extensions
Sentence76,object2,CT3,nmod:for->nmod:with->det->,T9000 searches removable storage devices for files with a pre-defined list of file extensions.,searches ,files with a pre-defined list of file extensions
Sentence76,object2,CT4,nmod:for->nmod:with->amod->,T9000 searches removable storage devices for files with a pre-defined list of file extensions.,searches ,files with a pre-defined list of file extensions
Sentence76,object2,CT5,nmod:for->nmod:with->,T9000 searches removable storage devices for files with a pre-defined list of file extensions.,searches ,files with a pre-defined list of file extensions
Sentence76,object2,CT6,nmod:for->nmod:with->nmod:of->case->,T9000 searches removable storage devices for files with a pre-defined list of file extensions.,searches ,files with a pre-defined list of file extensions
Sentence76,object2,CT7,nmod:for->nmod:with->nmod:of->compound->,T9000 searches removable storage devices for files with a pre-defined list of file extensions.,searches ,files with a pre-defined list of file extensions
Sentence76,object2,CT8,nmod:for->nmod:with->nmod:of->,T9000 searches removable storage devices for files with a pre-defined list of file extensions.,searches ,files with a pre-defined list of file extensions
Sentence77,object1,CT1,nsubj->,Any matching files are encrypted and written to a local user directory.,encrypted ,files
Sentence78,object1,CT1,nsubj->,Any matching files are encrypted and written to a local user directory.,written ,files
Sentence78,object2,CT1,nmod:to->amod->,Any matching files are encrypted and written to a local user directory.,written ,local user directory
Sentence78,object2,CT2,nmod:to->compound->,Any matching files are encrypted and written to a local user directory.,written ,local user directory
Sentence78,object2,CT3,nmod:to->,Any matching files are encrypted and written to a local user directory.,written ,local user directory
Sentence79,object1,CT1,dobj->,For all non-removable drives on a victim, USBStealer executes automated collection of certain files for later exfiltration.,executes ,collection
Sentence79,object2,CT1,dobj->nmod:of->,For all non-removable drives on a victim, USBStealer executes automated collection of certain files for later exfiltration.,executes ,files
Sentence79,goal1,CT1,nmod:for->,For all non-removable drives on a victim, USBStealer executes automated collection of certain files for later exfiltration.,executes ,exfiltration
Sentence80,object1,CT1,dobj->amod->,CosmicDuke exfiltrates collected files automatically over FTP to remote servers.,exfiltrates ,collected files
Sentence80,object1,CT2,dobj->,CosmicDuke exfiltrates collected files automatically over FTP to remote servers.,exfiltrates ,collected files
Sentence80,object2,CT1,nmod:over->,CosmicDuke exfiltrates collected files automatically over FTP to remote servers.,exfiltrates ,FTP to remote servers
Sentence80,object2,CT2,nmod:over->nmod:to->case->,CosmicDuke exfiltrates collected files automatically over FTP to remote servers.,exfiltrates ,FTP to remote servers
Sentence80,object2,CT3,nmod:over->nmod:to->amod->,CosmicDuke exfiltrates collected files automatically over FTP to remote servers.,exfiltrates ,FTP to remote servers
Sentence80,object2,CT4,nmod:over->nmod:to->,CosmicDuke exfiltrates collected files automatically over FTP to remote servers.,exfiltrates ,FTP to remote servers
Sentence81,object1,CT1,dobj->,Rover automatically searches for files on local drives based on a predefined list of file extensions and sends them to the command and control server every 60 minutes.,sends ,them
Sentence81,object2,CT1,nmod:to->,Rover automatically searches for files on local drives based on a predefined list of file extensions and sends them to the command and control server every 60 minutes.,sends ,command and control server
Sentence81,object2,CT2,conj:and-u->cc-u->,Rover automatically searches for files on local drives based on a predefined list of file extensions and sends them to the command and control server every 60 minutes.,sends ,command and control server
Sentence81,object2,CT3,nmod:to->compound->,Rover automatically searches for files on local drives based on a predefined list of file extensions and sends them to the command and control server every 60 minutes.,sends ,command and control server
Sentence81,object2,CT4,nmod:to->,Rover automatically searches for files on local drives based on a predefined list of file extensions and sends them to the command and control server every 60 minutes.,sends ,command and control server
Sentence82,object1,CT1,dobj->compound->,Rover also automatically sends keylogger files and screenshots to the C2 server on a regular timeframe.,sends ,keylogger files
Sentence82,object1,CT2,dobj->,Rover also automatically sends keylogger files and screenshots to the C2 server on a regular timeframe.,sends ,keylogger files
Sentence82,object2,CT1,nmod:to->compound->,Rover also automatically sends keylogger files and screenshots to the C2 server on a regular timeframe.,sends ,C2 server
Sentence82,object2,CT2,nmod:to->,Rover also automatically sends keylogger files and screenshots to the C2 server on a regular timeframe.,sends ,C2 server
Sentence83,object1,CT1,dobj->,Rover also automatically sends keylogger files and screenshots to the C2 server on a regular timeframe.,sends ,screenshots
Sentence83,object2,CT1,nmod:to->compound->,Rover also automatically sends keylogger files and screenshots to the C2 server on a regular timeframe.,sends ,C2 server
Sentence83,object2,CT2,nmod:to->,Rover also automatically sends keylogger files and screenshots to the C2 server on a regular timeframe.,sends ,C2 server
Sentence84,object1,CT1,dobj->,When a document is found matching one of the extensions in the configuration, TINYTYPHON uploads it to the C2 server.,uploads ,it
Sentence84,object2,CT1,nmod:to->compound->,When a document is found matching one of the extensions in the configuration, TINYTYPHON uploads it to the C2 server.,uploads ,C2 server
Sentence84,object2,CT2,nmod:to->,When a document is found matching one of the extensions in the configuration, TINYTYPHON uploads it to the C2 server.,uploads ,C2 server
Sentence85,object1,CT1,dobj->amod->,USBStealer automatically exfiltrates collected files via removable media when an infected device is connected to the second victim after receiving commands from the first victim.,exfiltrates ,collected files
Sentence85,object1,CT2,dobj->,USBStealer automatically exfiltrates collected files via removable media when an infected device is connected to the second victim after receiving commands from the first victim.,exfiltrates ,collected files
Sentence85,object2,CT1,nmod:via->amod->,USBStealer automatically exfiltrates collected files via removable media when an infected device is connected to the second victim after receiving commands from the first victim.,exfiltrates ,removable media
Sentence85,object2,CT2,nmod:via->,USBStealer automatically exfiltrates collected files via removable media when an infected device is connected to the second victim after receiving commands from the first victim.,exfiltrates ,removable media
Sentence86,object1,CT1,dobj->nmod:at->nmod:of->,BRONZE BUTLER downloader code has included "0" characters at the end of the file to inflate the file size in a likely attempt to evade anti-virus detection.,included ,file
Sentence86,goal1,CT1,dobj->acl:to->,BRONZE BUTLER downloader code has included "0" characters at the end of the file to inflate the file size in a likely attempt to evade anti-virus detection.,included ,inflate the file size
Sentence86,goal1,CT2,dobj->nmod:at->det->,BRONZE BUTLER downloader code has included "0" characters at the end of the file to inflate the file size in a likely attempt to evade anti-virus detection.,included ,inflate the file size
Sentence86,goal1,CT3,dobj->nmod:at->nmod:of->,BRONZE BUTLER downloader code has included "0" characters at the end of the file to inflate the file size in a likely attempt to evade anti-virus detection.,included ,inflate the file size
Sentence86,goal1,CT4,dobj->acl:to->dobj->,BRONZE BUTLER downloader code has included "0" characters at the end of the file to inflate the file size in a likely attempt to evade anti-virus detection.,included ,inflate the file size
Sentence86,goal2,CT1,dobj->acl:to->nmod:in->acl:to->,BRONZE BUTLER downloader code has included "0" characters at the end of the file to inflate the file size in a likely attempt to evade anti-virus detection.,included ,evade anti-virus detection
Sentence86,goal2,CT2,dobj->acl:to->nmod:in->acl:to->dobj->amod->,BRONZE BUTLER downloader code has included "0" characters at the end of the file to inflate the file size in a likely attempt to evade anti-virus detection.,included ,evade anti-virus detection
Sentence86,goal2,CT3,dobj->acl:to->nmod:in->acl:to->dobj->,BRONZE BUTLER downloader code has included "0" characters at the end of the file to inflate the file size in a likely attempt to evade anti-virus detection.,included ,evade anti-virus detection
Sentence87,object1,CT1,dobj->compound->,Leviathan has inserted garbage characters into code, presumably to avoid anti-virus detection.,inserted ,garbage characters
Sentence87,object1,CT2,dobj->,Leviathan has inserted garbage characters into code, presumably to avoid anti-virus detection.,inserted ,garbage characters
Sentence87,object2,CT1,nmod:into->,Leviathan has inserted garbage characters into code, presumably to avoid anti-virus detection.,inserted ,code
Sentence87,goal1,CT1,xcomp->,Leviathan has inserted garbage characters into code, presumably to avoid anti-virus detection.,inserted ,avoid anti-virus detection
Sentence87,goal1,CT2,xcomp->dobj->amod->,Leviathan has inserted garbage characters into code, presumably to avoid anti-virus detection.,inserted ,avoid anti-virus detection
Sentence87,goal1,CT3,xcomp->dobj->,Leviathan has inserted garbage characters into code, presumably to avoid anti-virus detection.,inserted ,avoid anti-virus detection
Sentence88,object1,CT1,dobj->amod->,Moafee has been known to employ binary padding.,employ ,binary padding
Sentence88,object1,CT2,dobj->,Moafee has been known to employ binary padding.,employ ,binary padding
Sentence89,object1,CT1,dobj->amod->,CORESHELL contains unused machine instructions in a likely attempt to hinder analysis.,contains ,unused machine instructions
Sentence89,object1,CT2,dobj->compound->,CORESHELL contains unused machine instructions in a likely attempt to hinder analysis.,contains ,unused machine instructions
Sentence89,object1,CT3,dobj->,CORESHELL contains unused machine instructions in a likely attempt to hinder analysis.,contains ,unused machine instructions
Sentence89,goal1,CT1,nmod:in->acl:to->,CORESHELL contains unused machine instructions in a likely attempt to hinder analysis.,contains ,hinder analysis
Sentence89,goal1,CT2,nmod:in->acl:to->dobj->,CORESHELL contains unused machine instructions in a likely attempt to hinder analysis.,contains ,hinder analysis
Sentence90,object1,CT1,dobj->compound->,A variant of Emissary appends junk data to the end of its DLL file to create a large file that may exceed the maximum size that anti-virus programs can scan.,appends ,junk data
Sentence90,object1,CT2,dobj->,A variant of Emissary appends junk data to the end of its DLL file to create a large file that may exceed the maximum size that anti-virus programs can scan.,appends ,junk data
Sentence90,object2,CT1,nmod:to->,A variant of Emissary appends junk data to the end of its DLL file to create a large file that may exceed the maximum size that anti-virus programs can scan.,appends ,end of its DLL file
Sentence90,object2,CT2,nsubj->nmod:of->case->,A variant of Emissary appends junk data to the end of its DLL file to create a large file that may exceed the maximum size that anti-virus programs can scan.,appends ,end of its DLL file
Sentence90,object2,CT3,nmod:to->nmod:of->nmod:poss->,A variant of Emissary appends junk data to the end of its DLL file to create a large file that may exceed the maximum size that anti-virus programs can scan.,appends ,end of its DLL file
Sentence90,object2,CT4,nmod:to->nmod:of->compound->,A variant of Emissary appends junk data to the end of its DLL file to create a large file that may exceed the maximum size that anti-virus programs can scan.,appends ,end of its DLL file
Sentence90,object2,CT5,nmod:to->nmod:of->,A variant of Emissary appends junk data to the end of its DLL file to create a large file that may exceed the maximum size that anti-virus programs can scan.,appends ,end of its DLL file
Sentence90,goal1,CT1,nmod:to->nmod:of->acl:to->,A variant of Emissary appends junk data to the end of its DLL file to create a large file that may exceed the maximum size that anti-virus programs can scan.,appends ,create a large file
Sentence90,goal1,CT2,nmod:to->nmod:of->acl:to->dobj->det->,A variant of Emissary appends junk data to the end of its DLL file to create a large file that may exceed the maximum size that anti-virus programs can scan.,appends ,create a large file
Sentence90,goal1,CT3,nmod:to->nmod:of->acl:to->dobj->amod->,A variant of Emissary appends junk data to the end of its DLL file to create a large file that may exceed the maximum size that anti-virus programs can scan.,appends ,create a large file
Sentence90,goal1,CT4,nmod:to->nmod:of->,A variant of Emissary appends junk data to the end of its DLL file to create a large file that may exceed the maximum size that anti-virus programs can scan.,appends ,create a large file
